order_id,customer_id,order_date,total_amount
7298,37033,2021-04-02,923.31
7299,28760,2020-10-30,1535.71
7300,41617,2024-01-12,1515.17
7301,23814,2022-08-15,1325.95
7302,23112,2023-12-19,650.84
7303,20759,2022-05-11,1636.31
7304,40430,2022-01-17,647.45
7305,38720,2022-02-13,38.51
7306,5198,2021-03-22,417.72
7307,27423,2023-09-13,1146.63
7308,49636,2020-03-17,1972.96
7309,40763,2022-07-09,1084.48
7310,31024,2024-10-30,1221.22
7311,26699,2024-05-12,1084.46
7312,24907,2023-05-10,1826.5
7313,15292,2022-04-07,847.53
7314,1042,2024-02-11,1759.12
7315,18623,2022-06-04,317.84
7316,10684,2021-03-05,1825.26
7317,1202,2021-02-25,1021.15
7318,49390,2022-01-26,1965.7
7319,43906,2023-04-22,1552.6
7320,11371,2025-02-04,1486.61
7321,13713,2021-08-31,1826.45
7322,7117,2020-10-30,249.79
7323,40917,2021-05-18,115.54
7324,33035,2022-06-05,1208.28
7325,47027,2020-10-06,1831.16
7326,22931,2020-08-14,1591.87
7327,6703,2022-12-30,1561.59
7328,35793,2021-04-16,1662.24
7329,41597,2022-08-19,570.12
7330,46710,2024-01-27,967.35
7331,3072,2025-01-20,962.36
7332,34916,2021-11-12,1615.91
7333,43066,2021-09-27,813.77
7334,38329,2022-07-15,1793.18
7335,978,2023-11-08,873.39
7336,35369,2021-11-28,1981.7
7337,35228,2021-06-26,654.01
7338,17568,2020-06-04,924.24
7339,21129,2024-02-16,119.42
7340,28681,2020-10-21,1967.93
7341,11960,2022-06-14,1955.24
7342,40783,2024-12-13,567.0
7343,21649,2021-03-20,1674.77
7344,23695,2023-07-06,1587.72
7345,22757,2022-01-09,1476.61
7346,34661,2022-10-22,382.37
7347,28422,2021-10-07,1985.11
7348,44162,2021-06-22,1800.01
7349,39248,2024-05-04,1796.52
7350,31736,2021-10-03,1600.42
7351,26831,2020-12-04,279.38
7352,12995,2021-08-22,1294.14
7353,39558,2024-04-08,253.04
7354,35435,2021-12-04,800.94
7355,16589,2021-01-01,1040.46
7356,14344,2022-11-04,1296.07
7357,49777,2021-11-11,310.69
7358,9576,2022-10-06,751.92
7359,48615,2020-12-27,1781.98
7360,17961,2024-01-15,388.04
7361,28383,2022-05-30,1892.82
7362,16678,2024-09-09,515.6
7363,27703,2021-02-03,181.38
7364,38030,2022-05-23,94.98
7365,21772,2023-05-18,793.06
7366,7135,2022-12-15,1660.91
7367,10942,2020-09-09,1736.09
7368,27042,2020-06-19,909.13
7369,46442,2022-04-29,1432.79
7370,28170,2022-04-18,1089.19
7371,38456,2023-07-30,1110.3
7372,41650,2022-10-15,1546.87
7373,822,2024-11-19,1199.77
7374,4465,2020-03-27,1388.57
7375,4598,2021-03-01,1641.07
7376,35637,2021-07-21,135.52
7377,16103,2024-10-29,1293.09
7378,19214,2020-08-06,1913.34
7379,35132,2024-04-29,554.11
7380,34412,2020-04-18,1189.99
7381,18315,2021-04-05,1336.89
7382,48426,2021-07-29,584.93
7383,13054,2024-05-23,1426.67
7384,40794,2024-10-20,1786.12
7385,18556,2021-03-07,1221.75
7386,4115,2023-08-03,566.56
7387,20589,2021-10-17,1911.02
7388,36313,2022-06-24,966.8
7389,21207,2024-08-27,883.21
7390,15523,2023-09-24,885.66
7391,20400,2021-01-05,978.17
7392,29708,2022-05-10,1601.29
7393,28964,2020-03-28,1742.84
7394,9883,2024-08-16,1892.9
7395,32873,2020-10-22,582.78
7396,24450,2023-03-16,860.13
7397,25254,2024-07-28,349.27
7398,24093,2022-08-23,420.3
7399,20667,2020-04-03,1942.33
7400,35762,2024-08-24,441.46
7401,12999,2021-02-10,1734.7
7402,23133,2023-06-19,1861.12
7403,13672,2021-03-12,1101.4
7404,45721,2021-02-14,737.24
7405,40366,2021-09-25,600.61
7406,44812,2024-10-25,583.35
7407,42101,2020-09-13,1389.63
7408,1843,2023-05-18,1408.24
7409,40416,2020-04-03,299.19
7410,16699,2024-08-27,1249.26
7411,19655,2021-06-07,371.49
7412,43628,2020-12-19,1802.91
7413,43217,2022-02-18,142.8
7414,39429,2023-01-13,252.12
7415,5349,2021-08-30,736.49
7416,23333,2022-01-05,819.52
7417,20439,2020-08-28,636.06
7418,23143,2022-12-05,87.1
7419,49570,2021-04-02,1109.08
7420,26169,2020-12-29,839.25
7421,19444,2021-12-07,1019.79
7422,6487,2024-04-27,1551.74
7423,39317,2022-01-28,1633.84
7424,47719,2021-12-07,1524.66
7425,24000,2023-01-15,801.07
7426,3983,2020-11-16,1818.92
7427,8772,2023-11-27,192.38
7428,6083,2024-06-04,529.83
7429,18977,2023-01-25,1310.09
7430,1801,2023-07-28,1501.96
7431,863,2023-10-04,666.8
7432,46654,2021-11-05,47.71
7433,42866,2025-02-01,1936.64
7434,36135,2022-05-26,341.3
7435,12831,2020-09-29,20.76
7436,13949,2024-05-14,592.16
7437,29746,2020-11-11,1197.37
7438,16398,2024-08-28,1085.19
7439,40120,2022-06-18,1431.52
7440,38740,2022-10-21,1984.94
7441,19007,2024-06-29,1408.48
7442,37802,2021-05-30,360.74
7443,303,2022-06-08,757.97
7444,35257,2020-10-12,1908.29
7445,21935,2023-05-22,1630.46
7446,1149,2023-07-05,1029.01
7447,22970,2023-04-23,874.24
7448,35125,2024-04-16,935.51
7449,19707,2023-06-08,89.33
7450,14651,2023-02-23,972.45
7451,28767,2022-02-13,1502.94
7452,9411,2020-12-31,1471.29
7453,40823,2020-03-20,624.54
7454,37824,2021-01-25,1054.05
7455,19727,2023-08-19,1740.67
7456,15162,2020-10-26,702.67
7457,11568,2021-11-06,1905.29
7458,2709,2024-01-27,1361.65
7459,40607,2022-06-25,648.08
7460,36491,2021-09-27,1476.84
7461,24373,2021-02-16,1930.71
7462,28653,2021-09-16,242.57
7463,1252,2020-04-13,673.06
7464,10766,2020-05-05,918.32
7465,42823,2022-03-25,556.96
7466,14465,2021-12-10,1691.96
7467,13754,2020-10-15,1430.02
7468,46311,2023-05-24,1714.03
7469,2705,2022-02-15,1237.61
7470,6713,2021-08-11,1345.16
7471,46901,2022-12-23,455.71
7472,33719,2022-10-14,1971.75
7473,46965,2023-08-05,171.77
7474,27736,2022-09-25,613.83
7475,16864,2023-11-14,638.52
7476,36592,2025-01-10,924.98
7477,21755,2020-06-12,851.35
7478,23109,2020-05-10,182.07
7479,14574,2024-01-22,200.54
7480,19182,2020-12-17,1468.28
7481,10870,2022-12-09,1847.06
7482,49160,2024-04-30,301.04
7483,12311,2021-05-22,546.31
7484,34212,2022-02-12,1626.5
7485,614,2025-02-13,336.83
7486,46840,2023-05-17,1418.01
7487,45249,2024-07-10,1261.5
7488,25605,2024-04-16,1748.04
7489,41827,2022-09-24,1560.05
7490,49155,2024-12-17,1421.45
7491,48634,2020-05-16,1461.42
7492,87,2024-03-26,1676.31
7493,7664,2020-12-25,44.74
7494,13032,2024-04-09,146.84
7495,16829,2021-10-14,16.82
7496,31885,2024-01-01,285.2
7497,31647,2022-02-09,1839.94
7498,13062,2022-08-11,1665.14
7499,23588,2022-06-07,399.56
7500,41357,2024-08-07,770.44
7501,32652,2020-07-13,1221.44
7502,33888,2024-03-30,381.31
7503,42185,2021-01-22,343.27
7504,24613,2025-01-12,1136.43
7505,33099,2024-07-03,1334.13
7506,35837,2022-11-12,777.59
7507,39216,2022-09-09,1886.74
7508,28241,2023-10-21,1052.69
7509,34351,2025-03-08,607.0
7510,15759,2023-04-13,1841.44
7511,14074,2021-02-01,1481.4
7512,16483,2023-05-10,1620.03
7513,46877,2021-05-08,1910.39
7514,48721,2021-04-15,1193.86
7515,38977,2024-01-01,1026.97
7516,32128,2025-02-22,1154.65
7517,18017,2022-03-16,411.3
7518,4143,2022-03-30,597.5
7519,8588,2022-06-28,362.07
7520,28033,2022-03-25,589.49
7521,27229,2024-06-16,137.52
7522,13629,2023-12-13,1812.64
7523,30218,2024-05-08,339.16
7524,18150,2022-07-01,1018.61
7525,37440,2022-06-04,646.15
7526,17376,2023-08-03,1886.03
7527,43147,2022-12-26,782.2
7528,13957,2020-03-21,1614.45
7529,15407,2020-09-27,1855.5
7530,2019,2021-04-07,1945.44
7531,20282,2023-11-15,833.59
7532,16775,2023-05-09,1947.78
7533,44181,2022-02-09,1940.83
7534,6975,2025-02-28,92.05
7535,5032,2020-08-06,151.18
7536,2922,2024-07-23,1967.03
7537,18281,2020-06-22,894.98
7538,35301,2023-03-25,786.32
7539,47486,2022-08-30,1410.11
7540,17185,2020-09-04,813.68
7541,35733,2023-05-09,1825.44
7542,45999,2020-08-19,151.24
7543,1205,2022-03-22,947.71
7544,12598,2020-07-21,1514.2
7545,49996,2024-06-13,14.24
7546,33089,2024-02-16,930.49
7547,46366,2024-07-29,31.5
7548,22229,2020-12-04,558.78
7549,37598,2023-03-22,1700.44
7550,21267,2020-11-27,1668.32
7551,12308,2024-09-10,1163.1
7552,16755,2023-01-09,1826.09
7553,46662,2023-06-04,1022.05
7554,29752,2022-03-22,469.22
7555,31945,2023-07-12,1192.38
7556,45442,2022-07-18,1765.26
7557,32861,2020-09-06,491.05
7558,48544,2023-07-04,1221.79
7559,28133,2023-11-20,555.51
7560,48700,2023-06-19,23.03
7561,35434,2022-07-02,1837.27
7562,30328,2023-02-20,1270.8
7563,40455,2020-09-14,1300.2
7564,32088,2022-10-14,1065.93
7565,16589,2022-11-02,1626.27
7566,16452,2020-03-18,1484.89
7567,40704,2023-10-30,1440.89
7568,18169,2024-06-09,973.86
7569,30965,2025-01-15,1931.77
7570,23368,2024-03-08,1907.47
7571,13802,2021-05-18,1317.07
7572,35334,2023-03-22,1344.07
7573,26810,2023-06-29,1098.14
7574,9679,2023-12-06,254.19
7575,45153,2022-11-21,1821.01
7576,35696,2022-08-21,1067.51
7577,3062,2024-05-31,1737.92
7578,32463,2021-07-25,794.88
7579,7199,2022-10-22,166.53
7580,34495,2024-09-18,545.86
7581,9412,2023-07-17,90.65
7582,15396,2021-03-22,1538.74
7583,46103,2023-04-16,1725.77
7584,3148,2024-08-14,129.15
7585,17737,2020-04-18,1949.44
7586,23723,2020-11-07,465.69
7587,32765,2021-01-09,640.29
7588,12451,2020-12-05,1400.87
7589,10722,2022-05-24,502.79
7590,27530,2023-09-22,1334.31
7591,34800,2021-10-01,1735.65
7592,14802,2022-06-22,258.01
7593,11845,2020-08-28,640.83
7594,47414,2021-10-01,1328.61
7595,32568,2021-05-12,300.97
7596,28970,2021-04-22,1586.16
7597,17292,2022-02-09,664.08
7598,48088,2022-06-03,811.2
7599,27955,2024-12-16,1997.5
7600,23024,2020-07-06,1478.14
7601,14807,2022-10-26,893.05
7602,37497,2024-10-02,1872.79
7603,3500,2024-08-10,724.21
7604,21178,2022-02-11,918.23
7605,6559,2024-06-25,1277.89
7606,40629,2021-04-02,52.46
7607,37383,2023-01-29,1392.88
7608,36081,2024-09-25,1411.33
7609,31062,2021-05-19,878.21
7610,45434,2022-08-16,1287.75
7611,9564,2020-10-03,1184.23
7612,2840,2022-04-06,1587.33
7613,25174,2021-11-24,1658.75
7614,27232,2024-01-19,668.85
7615,2471,2024-02-12,932.73
7616,35102,2024-03-31,556.48
7617,16956,2024-09-27,514.47
7618,41833,2023-01-26,1019.27
7619,41653,2023-11-18,842.0
7620,14998,2024-04-22,573.72
7621,4487,2024-08-24,946.28
7622,49347,2020-05-15,947.2
7623,26776,2025-01-08,1835.28
7624,13557,2020-10-31,574.92
7625,2816,2024-09-19,277.63
7626,18737,2020-10-18,1972.71
7627,625,2022-12-01,366.53
7628,34288,2022-08-29,563.5
7629,9995,2020-07-17,589.58
7630,25072,2023-04-19,259.78
7631,13756,2022-11-23,298.3
7632,49463,2024-10-04,1980.6
7633,26930,2020-07-27,583.94
7634,24610,2023-04-19,1947.66
7635,22845,2020-06-11,1373.36
7636,33234,2023-11-05,940.99
7637,3373,2025-02-19,1883.12
7638,2792,2022-03-23,1307.84
7639,39018,2021-12-19,1969.89
7640,30772,2022-06-29,846.99
7641,14694,2023-05-04,1556.17
7642,38507,2020-09-19,407.07
7643,38644,2021-09-21,881.98
7644,38462,2021-07-13,59.43
7645,46100,2020-11-26,1401.97
7646,47535,2024-08-08,1372.63
7647,24423,2024-06-12,1943.63
7648,11096,2021-02-05,411.18
7649,7718,2023-10-29,1988.25
7650,30253,2020-05-15,258.04
7651,29638,2024-03-08,1780.94
7652,17506,2024-06-24,538.88
7653,8572,2021-08-20,276.7
7654,12054,2025-01-06,1957.04
7655,28243,2025-01-08,1521.46
7656,11607,2024-08-12,1229.75
7657,3697,2023-10-27,1971.07
7658,49246,2022-04-24,1880.77
7659,4,2023-06-25,1617.11
7660,36216,2021-09-25,1928.58
7661,40251,2021-10-05,1749.35
7662,41880,2025-02-07,1238.0
7663,6008,2021-12-09,1181.43
7664,4896,2020-07-27,268.62
7665,16218,2021-01-01,777.48
7666,8734,2024-07-28,1200.96
7667,2275,2020-03-25,1493.78
7668,26085,2024-09-09,1299.51
7669,32641,2024-11-03,458.18
7670,48340,2022-12-23,834.15
7671,27921,2021-12-09,1238.6
7672,38568,2023-10-28,1230.29
7673,26584,2023-03-16,699.47
7674,27105,2023-01-18,62.64
7675,39822,2020-07-29,827.13
7676,37583,2022-09-08,870.57
7677,21356,2023-09-07,1271.38
7678,1693,2021-06-23,1177.37
7679,2676,2022-08-28,1330.36
7680,41491,2022-02-08,1072.32
7681,9414,2020-05-02,134.7
7682,11229,2020-09-26,1699.11
7683,35929,2024-12-21,1129.97
7684,24347,2023-02-26,1955.79
7685,42243,2021-06-13,256.24
7686,37887,2023-10-21,906.98
7687,25588,2021-03-15,1060.33
7688,25084,2025-01-25,1687.82
7689,40553,2021-07-31,440.37
7690,1674,2023-08-01,1160.92
7691,34189,2022-07-17,1355.1
7692,32044,2022-06-07,1311.12
7693,32161,2024-11-18,814.28
7694,19075,2022-08-18,1755.95
7695,36525,2023-07-16,940.65
7696,33871,2020-06-26,791.4
7697,12899,2022-06-09,1810.45
7698,36659,2024-09-08,50.66
7699,34641,2022-01-23,200.59
7700,20844,2024-06-20,1027.92
7701,13271,2020-09-08,53.84
7702,16271,2021-03-30,158.73
7703,184,2020-10-25,641.07
7704,32543,2020-03-28,124.92
7705,3979,2024-05-15,1705.61
7706,39422,2021-08-28,1193.5
7707,6488,2024-12-31,1838.41
7708,762,2022-01-16,1333.73
7709,39920,2025-03-03,74.82
7710,9346,2023-06-14,404.25
7711,27188,2023-04-05,1202.03
7712,16459,2022-05-01,652.88
7713,26295,2021-10-28,487.54
7714,25367,2024-09-14,1320.17
7715,34939,2021-04-12,968.1
7716,43230,2020-07-12,1820.29
7717,46278,2021-03-09,415.99
7718,48406,2023-05-26,960.83
7719,18483,2020-03-09,636.58
7720,42243,2020-04-18,1747.69
7721,31988,2021-12-04,1548.17
7722,12158,2024-04-04,1484.13
7723,4386,2023-09-29,34.27
7724,11608,2024-11-29,333.46
7725,27447,2021-06-26,422.02
7726,49861,2025-01-22,1532.85
7727,10178,2022-11-02,1447.98
7728,12472,2022-09-05,411.41
7729,13737,2022-08-09,501.15
7730,19590,2023-12-05,47.06
7731,928,2020-05-24,588.23
7732,16570,2021-03-09,71.32
7733,19907,2023-02-26,1411.8
7734,37534,2021-06-14,1976.2
7735,12279,2020-03-18,959.7
7736,12543,2020-03-11,71.84
7737,44624,2024-08-04,66.58
7738,18529,2021-06-23,1633.58
7739,36368,2024-07-19,1625.53
7740,44381,2023-07-28,1429.33
7741,35270,2020-07-01,1582.29
7742,47455,2023-04-04,908.88
7743,48065,2023-12-19,1513.42
7744,3824,2022-05-10,884.86
7745,38113,2023-01-11,1947.9
7746,43059,2025-01-04,956.29
7747,17494,2022-02-14,1649.38
7748,48767,2021-03-18,920.58
7749,31893,2022-02-21,799.8
7750,36688,2021-10-21,248.11
7751,2462,2023-09-17,496.39
7752,17905,2023-02-22,1045.0
7753,19795,2020-07-09,866.26
7754,43412,2023-06-14,668.77
7755,48236,2024-10-21,1069.19
7756,43870,2024-02-15,46.38
7757,22464,2023-08-10,1438.62
7758,49614,2025-03-07,1627.6
7759,23006,2023-12-08,643.18
7760,49903,2023-11-05,1171.08
7761,43989,2022-03-07,1455.25
7762,33312,2021-12-30,209.16
7763,2381,2021-10-16,504.61
7764,4609,2020-11-22,1299.04
7765,8135,2023-08-07,900.06
7766,46034,2022-03-23,748.86
7767,31490,2021-07-15,57.61
7768,9901,2021-02-06,1081.67
7769,9514,2022-02-28,150.81
7770,48506,2024-02-01,680.79
7771,42079,2024-12-15,1548.21
7772,4053,2024-10-19,1010.42
7773,36156,2022-01-06,1698.7
7774,31307,2024-08-04,1824.43
7775,14059,2025-02-14,409.74
7776,2929,2023-06-06,1334.39
7777,26209,2021-02-23,1024.19
7778,39085,2024-04-14,1295.88
7779,13896,2020-05-06,875.27
7780,7915,2020-04-23,1947.28
7781,35857,2023-08-18,322.35
7782,9167,2025-02-24,164.07
7783,4466,2022-10-01,653.23
7784,7518,2024-02-24,703.98
7785,8308,2023-01-07,1326.56
7786,19901,2020-09-18,899.59
7787,6629,2022-06-02,497.44
7788,5489,2023-04-07,504.07
7789,36093,2020-04-30,1900.34
7790,19729,2024-08-30,93.44
7791,34521,2025-02-15,1809.59
7792,44252,2024-10-03,1453.15
7793,7414,2021-12-28,80.38
7794,40154,2021-01-05,758.99
7795,17484,2021-10-28,1535.54
7796,39539,2023-04-11,1651.88
7797,49905,2022-10-26,157.7
7798,24390,2024-08-28,411.53
7799,43467,2020-04-04,1582.45
7800,28409,2024-03-24,97.12
7801,44819,2023-05-06,752.87
7802,19186,2022-05-26,445.41
7803,19532,2024-12-06,499.54
7804,12750,2024-08-08,1874.24
7805,15471,2024-11-28,1727.44
7806,20490,2023-05-29,1150.93
7807,45970,2024-08-22,62.9
7808,32615,2023-06-25,645.89
7809,9942,2023-06-29,289.63
7810,10207,2024-05-23,503.84
7811,46003,2022-08-02,1812.32
7812,49031,2024-09-23,372.18
7813,12463,2022-06-05,1895.67
7814,6477,2020-08-14,194.68
7815,9673,2025-02-26,525.9
7816,25918,2025-01-19,1311.03
7817,24665,2020-05-21,1019.69
7818,2463,2024-02-03,1861.28
7819,10643,2022-02-20,1763.87
7820,41323,2024-06-11,1917.0
7821,17636,2022-11-12,918.04
7822,33278,2020-12-17,684.95
7823,39809,2023-12-06,625.59
7824,26238,2020-10-08,651.22
7825,22603,2024-12-04,828.88
7826,48347,2023-06-12,1473.1
7827,43590,2024-11-06,296.77
7828,19145,2024-02-20,1697.87
7829,38852,2021-08-22,936.68
7830,13555,2022-05-12,1784.54
7831,37412,2020-10-28,1201.4
7832,38373,2022-07-16,216.24
7833,38115,2023-01-18,365.07
7834,34137,2025-01-13,1922.97
7835,29813,2021-07-10,883.74
7836,13467,2022-03-11,1350.51
7837,36904,2022-04-20,1889.89
7838,12565,2020-07-29,958.45
7839,49956,2022-06-05,1247.63
7840,35570,2020-05-30,999.75
7841,21247,2022-12-06,448.54
7842,21342,2020-11-09,1039.1
7843,34357,2024-01-23,1182.5
7844,8576,2021-06-15,332.47
7845,23490,2021-12-23,1686.84
7846,10777,2020-05-21,1274.75
7847,27022,2023-08-22,1829.25
7848,18901,2021-10-02,1906.18
7849,40737,2020-03-10,117.07
7850,40098,2023-08-30,959.71
7851,30731,2023-01-15,98.77
7852,19808,2023-09-15,1718.11
7853,14569,2020-10-12,468.56
7854,13247,2020-06-27,1073.71
7855,2991,2022-03-25,932.58
7856,39356,2023-09-14,1541.4
7857,44281,2022-06-06,888.55
7858,12995,2024-08-05,1669.29
7859,19302,2024-11-21,1868.61
7860,13665,2022-12-09,1107.27
7861,8546,2024-05-31,1033.34
7862,35107,2024-03-11,138.83
7863,35485,2020-11-06,12.46
7864,49781,2022-10-31,1307.68
7865,8026,2025-01-22,700.92
7866,35045,2021-09-14,177.41
7867,10541,2022-11-11,1552.36
7868,18800,2024-12-26,1503.55
7869,41371,2024-04-30,1017.99
7870,37445,2022-05-07,1706.58
7871,36026,2023-11-04,672.3
7872,47194,2025-01-20,1807.13
7873,514,2023-04-27,248.81
7874,37024,2022-02-04,1596.41
7875,5892,2022-05-28,569.08
7876,9969,2022-06-29,1759.67
7877,20675,2022-02-04,1957.01
7878,9657,2023-01-24,1609.66
7879,19562,2021-05-15,1197.18
7880,48288,2021-11-28,1088.77
7881,13148,2021-01-24,1959.63
7882,29814,2022-06-17,916.9
7883,15026,2020-12-04,1010.88
7884,11562,2024-08-17,198.55
7885,29315,2024-09-27,1124.15
7886,13424,2022-02-14,299.99
7887,17460,2023-05-22,774.23
7888,38749,2021-01-03,1928.15
7889,20388,2023-03-28,501.4
7890,43360,2023-05-01,1806.44
7891,45027,2021-05-26,671.53
7892,9773,2023-08-19,1402.05
7893,49821,2023-07-11,691.6
7894,7653,2024-10-21,1224.12
7895,46695,2024-07-06,1618.47
7896,34975,2024-06-30,658.73
7897,39981,2022-02-16,348.16
7898,30754,2021-12-23,1220.95
7899,46455,2021-07-16,1197.99
7900,26745,2020-11-10,1575.63
7901,1841,2023-04-15,1664.35
7902,8528,2024-12-25,1810.43
7903,13680,2020-08-25,50.17
7904,32014,2020-04-23,1177.45
7905,38212,2022-05-13,1960.97
7906,14248,2024-04-08,1292.27
7907,9180,2023-10-05,1561.71
7908,18592,2022-04-16,1695.8
7909,10836,2022-07-07,1978.08
7910,29794,2024-11-28,742.29
7911,42553,2022-10-29,297.51
7912,21260,2022-12-11,1876.62
7913,36082,2024-09-23,970.01
7914,2566,2025-02-23,1123.93
7915,15242,2020-07-18,1065.89
7916,43491,2024-12-11,1831.59
7917,49932,2021-07-28,1521.25
7918,38957,2021-01-15,124.41
7919,20418,2024-09-29,239.33
7920,32964,2024-08-06,462.66
7921,4691,2021-03-21,379.58
7922,20594,2023-08-03,1117.2
7923,39172,2021-03-01,1609.24
7924,34104,2022-10-22,1218.02
7925,37279,2022-10-09,1478.68
7926,24401,2024-03-08,1421.12
7927,39696,2022-11-19,1818.44
7928,1416,2020-06-17,389.84
7929,42090,2022-09-25,92.45
7930,34530,2023-10-08,898.13
7931,30484,2020-03-19,723.55
7932,14171,2023-05-22,560.53
7933,48251,2021-01-19,1470.45
7934,37745,2020-10-01,1750.59
7935,24395,2023-11-08,1819.11
7936,16442,2023-07-19,58.66
7937,15218,2022-11-27,170.16
7938,13806,2022-04-05,658.61
7939,39529,2022-01-27,1792.02
7940,43140,2023-01-07,368.38
7941,11858,2021-01-09,1728.0
7942,38785,2024-10-18,1689.94
7943,9923,2024-06-06,98.85
7944,11017,2021-03-24,393.59
7945,5693,2024-04-17,1129.87
7946,6403,2021-09-11,108.53
7947,15265,2023-12-11,896.04
7948,33584,2023-04-24,750.74
7949,10187,2023-03-03,702.89
7950,285,2022-08-09,603.95
7951,15427,2024-11-19,1299.34
7952,3321,2020-04-08,191.98
7953,39636,2024-05-13,1846.6
7954,36213,2023-08-05,1539.11
7955,7698,2022-05-27,952.56
7956,11336,2021-06-17,1194.35
7957,10982,2021-05-13,328.27
7958,43219,2021-01-10,308.12
7959,21049,2024-10-06,861.41
7960,25629,2020-11-07,68.62
7961,37449,2022-10-20,1937.51
7962,30398,2024-12-14,887.87
7963,10530,2023-01-22,979.15
7964,36574,2021-02-09,99.59
7965,17916,2022-09-24,1908.5
7966,14134,2022-07-22,1881.15
7967,37907,2025-01-04,1405.15
7968,43953,2021-07-12,1733.55
7969,31637,2022-09-26,1372.13
7970,45084,2020-03-15,938.12
7971,18565,2021-05-08,1912.55
7972,1553,2025-01-18,854.19
7973,40670,2021-02-16,1612.41
7974,15744,2021-05-03,274.57
7975,3077,2024-03-29,468.11
7976,43988,2022-05-31,194.26
7977,20160,2020-12-03,929.03
7978,23419,2021-08-08,1959.71
7979,4858,2022-05-26,1254.9
7980,1220,2021-06-21,733.97
7981,24630,2023-03-04,1502.6
7982,10132,2021-08-28,1943.19
7983,9500,2022-11-24,1166.88
7984,44946,2024-08-17,680.37
7985,14963,2021-10-23,1073.14
7986,30897,2022-05-02,1683.11
7987,4462,2022-09-06,237.09
7988,26910,2021-06-28,1359.04
7989,26072,2023-06-28,993.0
7990,37762,2024-03-29,1484.57
7991,6216,2020-10-11,749.75
7992,47127,2024-08-20,334.2
7993,41608,2024-03-22,1737.75
7994,39358,2024-04-29,246.07
7995,14764,2025-01-22,1020.93
7996,36490,2023-05-21,850.88
7997,1841,2022-01-26,620.47
7998,44725,2020-03-31,1059.6
7999,5460,2024-06-06,1420.2
8000,44061,2024-11-19,1770.79
8001,22517,2024-07-26,805.56
8002,12070,2024-01-24,963.84
8003,47648,2023-06-18,1345.84
8004,13521,2022-03-10,1273.5
8005,38101,2023-06-04,1788.7
8006,46731,2020-06-05,160.85
8007,33429,2020-10-06,1256.1
8008,49680,2021-04-19,1058.56
8009,27490,2021-05-24,1867.37
8010,14308,2020-10-12,486.95
8011,20018,2023-08-07,1554.32
8012,46819,2023-09-27,530.57
8013,22966,2022-08-06,1887.32
8014,28188,2024-05-14,1343.77
8015,29429,2024-07-02,1632.96
8016,26753,2024-11-17,1678.42
8017,33584,2020-05-28,1556.93
8018,27956,2020-03-30,1796.7
8019,7196,2023-10-28,1599.01
8020,7870,2023-06-04,1496.8
8021,47040,2023-03-19,1855.69
8022,42509,2021-10-22,322.69
8023,5958,2020-06-08,1198.01
8024,27297,2024-02-06,1876.08
8025,14734,2020-06-20,1174.08
8026,20264,2022-07-16,471.28
8027,39518,2025-03-07,845.45
8028,35030,2023-11-24,917.21
8029,1987,2021-03-26,1187.26
8030,4097,2024-12-16,1953.55
8031,21563,2021-05-02,1230.35
8032,3322,2024-11-15,966.15
8033,27604,2022-07-04,1547.7
8034,8069,2023-08-06,1043.28
8035,19140,2024-01-31,666.82
8036,24046,2022-07-23,108.74
8037,4343,2022-03-08,843.77
8038,30134,2022-11-06,80.24
8039,14825,2020-06-25,714.66
8040,47992,2023-10-24,1636.47
8041,32051,2023-05-14,775.24
8042,22410,2022-09-04,181.9
8043,47704,2023-10-22,1736.16
8044,2699,2023-11-30,265.8
8045,29007,2023-11-09,1774.37
8046,27108,2022-11-24,385.38
8047,35775,2022-02-20,124.06
8048,26475,2020-10-20,580.6
8049,10165,2021-12-31,813.98
8050,21814,2020-05-09,551.45
8051,23924,2022-01-11,1281.21
8052,30111,2023-12-30,1817.05
8053,35515,2023-03-12,978.22
8054,28907,2022-03-04,1792.59
8055,36772,2024-09-11,339.9
8056,27744,2022-01-14,1226.18
8057,44989,2023-11-09,1538.51
8058,49366,2022-08-10,1203.71
8059,5446,2021-05-09,426.79
8060,39408,2020-12-24,1669.96
8061,3327,2021-08-07,1497.98
8062,20912,2023-12-04,832.73
8063,46200,2022-12-29,1360.02
8064,25926,2021-12-13,934.15
8065,31533,2020-10-20,1938.18
8066,1733,2022-07-12,1032.92
8067,12666,2020-06-15,1046.31
8068,17351,2022-08-04,1934.45
8069,34410,2021-05-31,1226.92
8070,696,2023-10-03,883.82
8071,33738,2020-11-24,1586.31
8072,27170,2020-12-26,1325.85
8073,3523,2024-12-11,1019.46
8074,42865,2024-02-14,1769.4
8075,31426,2023-09-27,1017.47
8076,45086,2020-12-06,1951.66
8077,35595,2020-05-18,1686.69
8078,34945,2024-06-06,1663.41
8079,38528,2024-09-13,1818.8
8080,16186,2021-08-29,1781.94
8081,7053,2024-01-03,502.36
8082,24622,2020-08-07,1418.61
8083,25319,2024-06-27,1050.57
8084,19867,2021-06-23,1874.18
8085,33794,2024-03-10,1606.5
8086,26549,2024-11-14,1454.34
8087,15024,2021-01-23,1116.19
8088,4009,2020-09-12,1464.91
8089,40996,2022-03-11,1679.63
8090,35697,2022-11-20,107.13
8091,33693,2023-04-30,1722.97
8092,22839,2020-03-11,1790.62
8093,33053,2024-07-12,58.64
8094,10152,2020-11-11,1458.23
