order_id,product_id,quantity,subtotal
25766,10841,7,3061.73
3437,47814,10,2005.7
3252,48919,7,307.16
16417,35525,8,2787.76
13206,19424,4,1981.24
1394,22050,7,873.95
20667,48614,8,2236.32
38547,18318,9,1506.6
33542,34661,3,339.54
40232,19875,9,3901.59
31173,39863,8,1342.72
16028,36161,4,889.12
31464,35453,4,1761.32
22929,31520,1,103.69
31446,48472,2,784.82
39519,15483,8,3218.72
32331,40012,2,516.52
9042,4748,10,4378.7
46398,44679,9,2241.0
23403,49160,1,40.14
8723,20577,6,171.48
24471,35927,6,1338.42
19330,27723,4,1455.36
37164,47251,6,970.74
48839,11610,1,20.42
37211,14111,8,1612.4
22282,21569,9,3979.08
45998,35066,8,176.96
22457,36180,4,860.12
11784,32683,7,3407.81
19487,12904,3,1235.28
33819,35932,7,3135.51
27784,38321,10,2695.3
45459,44215,9,3249.99
16772,36550,5,42.0
36671,40156,1,79.53
6324,49962,5,246.2
18098,11281,6,1083.12
49285,49562,3,1131.15
40991,15230,7,1612.8
18031,14212,5,1801.8
28750,44609,7,3135.86
42338,8419,5,1671.15
48882,38840,2,903.58
1167,13683,8,2978.4
23927,2101,6,204.54
14026,3210,3,579.42
9463,20415,1,73.24
11144,25481,6,2182.38
32649,16630,5,2105.1
28128,7444,6,2281.5
30041,30923,7,485.03
39031,25891,9,1265.04
45275,38307,9,3216.42
31928,10369,2,414.28
43831,5380,6,859.98
29134,41664,2,687.94
16868,8450,5,1006.45
47194,43608,7,112.63
5518,29697,4,1559.2
47448,29480,2,764.84
112,25429,7,647.43
12031,30789,7,1823.01
44924,32119,6,222.42
45216,25098,2,940.48
32276,24825,2,772.18
8854,32786,1,405.21
28991,37223,3,112.74
48706,12653,6,2302.62
17960,19454,1,230.15
29746,9337,6,111.0
44139,15847,10,1590.5
25997,1902,3,697.77
42694,23655,1,456.77
19506,37900,9,3206.25
45105,41598,7,1001.0
6389,4682,1,465.37
7806,25449,9,3525.03
25231,49789,7,867.37
571,45969,9,2942.73
30853,48477,5,616.25
12560,21525,3,1002.3
40387,5028,6,748.26
4270,14118,2,724.08
5147,21702,8,2496.48
92,14470,7,1581.02
47976,23487,3,955.44
4012,46002,1,301.82
42826,11471,6,296.88
2514,36043,6,728.46
4224,11949,8,3640.08
2800,45151,5,2328.35
13422,16309,5,1590.05
25067,1103,1,352.79
3572,27483,6,1814.04
7289,38720,7,924.77
12000,2881,4,1567.64
27905,29082,10,4353.1
1692,13575,4,1016.24
44798,4614,4,1239.24
11517,11153,5,1093.2
28042,19590,2,127.36
44130,41512,3,1139.52
18354,9238,1,19.3
16821,23652,1,275.06
17227,38032,6,766.86
23845,10931,4,1143.72
6146,19935,9,3633.21
37913,28498,9,1074.33
4115,21795,4,25.84
37846,27145,9,1063.26
34950,10990,9,4475.34
19680,20491,5,2289.6
38573,47275,6,2763.54
33483,45375,10,385.5
36729,44099,10,4920.4
4218,44458,5,330.15
17212,13862,2,945.98
30192,38728,7,2586.36
30333,35620,2,886.86
11935,23917,8,3238.72
37639,19215,1,207.77
20375,6305,6,2965.2
20889,8572,4,1170.56
28974,30985,5,165.8
42948,36796,10,4100.0
17772,19227,1,227.8
8031,12168,1,300.79
26016,6198,7,3146.36
33418,40322,5,1565.0
10160,48138,8,1702.8
8426,22193,6,199.92
45886,44919,9,1688.31
40660,23642,8,1408.24
20932,40011,3,43.89
13390,3037,1,283.32
5812,4639,10,1696.1
45241,19637,5,2104.75
4984,27464,6,323.1
31628,21718,3,29.7
10953,25749,6,2152.8
17294,13532,5,999.95
37064,6901,6,1088.58
34773,48386,6,2823.48
8846,20796,2,293.22
24081,30897,1,22.33
17338,5817,6,1631.04
45307,8959,1,64.3
29740,31526,6,2953.98
14507,34755,7,3217.76
21841,4579,10,2967.4
14293,6372,4,590.12
42557,9375,10,1963.6
22671,49289,1,247.23
4135,43525,5,124.05
40885,41493,10,1337.6
32424,42404,1,294.66
40893,45400,5,1446.1
38654,35695,2,944.2
12740,22277,4,1684.64
7250,32562,6,164.52
14457,47549,3,683.37
38766,9734,4,1342.12
22717,34425,10,855.2
27055,45645,6,2437.68
14984,38986,1,204.39
2735,34839,3,952.44
48692,48700,9,3196.26
6439,46763,8,2635.28
45882,19332,3,127.92
44011,4727,10,447.7
43855,8822,10,2213.3
11141,47042,9,113.58
36703,43144,4,1437.64
8242,3005,5,463.5
9743,32014,8,1598.24
3154,43620,9,2069.64
28695,14583,7,1522.99
22749,7228,9,3832.65
22938,12546,7,1585.36
25256,7135,5,419.85
20959,13708,2,494.94
26761,40711,10,215.0
22571,31592,2,783.56
21408,43352,10,3935.6
11596,44235,1,305.65
30309,41648,3,575.91
49328,1446,3,1078.65
39975,31719,5,2310.65
48074,15783,2,714.74
30143,25101,4,550.96
10695,15529,8,1231.44
25348,12969,10,4754.7
11184,4331,7,2740.5
25558,28951,7,2300.48
29678,10039,8,1243.68
3468,22921,3,1217.1
16360,47089,4,655.6
48027,20974,10,1523.5
13571,9341,6,290.1
37869,25865,8,2065.2
7364,47328,4,1273.16
46708,27070,7,352.8
21321,19130,10,122.3
19925,24381,4,1829.24
14185,25764,6,58.26
15876,15242,7,407.12
32950,40178,4,1817.56
24,48777,2,452.08
14265,37258,1,396.44
43491,13374,6,372.6
37654,2077,7,736.47
37158,14219,9,412.47
18334,15584,3,454.56
47819,37973,5,2409.6
6411,25019,4,825.6
750,49842,3,144.21
3580,25262,5,338.0
7860,7040,2,817.84
5895,44725,9,1880.55
4276,48424,6,2410.08
16857,15478,4,1973.68
41695,9964,10,507.8
19664,22675,7,521.57
48211,14576,10,4620.2
37908,40324,8,1146.32
13377,11670,2,856.86
9893,34786,8,1667.12
15234,2770,7,2577.61
15016,3681,2,207.36
7515,11576,8,3250.72
8852,39518,7,1858.08
46432,41157,8,3835.04
38936,14612,10,2731.2
18964,15772,4,1411.32
44828,27823,6,821.16
12142,17101,10,4595.9
8129,11221,2,246.42
34759,7344,5,2274.05
2169,11127,5,2117.25
21045,8189,8,3575.84
2936,31386,1,237.84
17319,19932,3,1224.78
6513,36316,10,485.0
40698,15204,3,1495.35
18205,40061,7,2322.32
1838,30335,8,3268.24
14263,15657,6,689.4
31234,39166,10,306.5
17460,13972,1,21.78
39099,35151,9,1669.14
21827,26557,3,569.13
17074,16039,4,676.6
11337,3865,3,898.2
7770,11067,9,1347.39
11957,47298,2,657.0
28282,22572,6,653.4
45475,1382,7,2132.62
33360,14051,3,933.36
47276,9359,5,1658.7
5404,33334,6,2561.1
22963,6383,1,267.81
23686,12129,5,1308.45
27584,33434,10,3229.2
3674,40116,9,2704.59
32962,32394,1,375.71
29638,34796,1,327.56
8447,35287,4,202.24
37922,17988,4,1300.6
48216,40056,4,1376.72
33514,46699,10,1679.9
45186,6710,10,1959.9
23614,38668,4,382.32
25317,45624,10,1255.2
46905,47048,3,1409.22
8861,6092,2,462.12
30141,4035,4,780.28
16265,810,3,842.7
21627,23935,3,290.82
42186,40646,2,823.84
22143,16806,9,370.08
45401,37850,10,3639.7
14567,1635,6,755.76
46508,34615,6,812.16
24253,12030,6,2458.38
1003,13392,5,147.05
5377,14575,6,646.62
37473,43998,10,2761.8
39151,5682,6,2664.36
16578,14472,2,589.7
37235,27296,10,584.9
22576,42218,10,4362.5
11943,39709,1,225.56
42480,38206,5,1407.05
1797,15574,4,1668.36
7785,37326,1,108.8
1576,12713,1,112.4
2069,47413,4,1289.76
46289,29473,6,1765.68
46643,27233,5,1435.75
39327,18415,9,201.24
7094,31997,9,2221.56
30909,27484,6,1120.92
20738,39021,7,1620.57
25962,10987,2,567.9
35132,10112,7,1240.82
6659,1481,7,2292.43
2794,45895,2,578.48
23266,7959,4,1146.4
12817,5458,2,837.94
1196,35074,10,3622.1
46766,29873,8,1531.6
49615,34315,6,2475.84
29170,43413,4,1530.08
9786,6373,4,460.28
34905,19593,6,1723.14
42957,1774,5,1957.2
32717,9003,7,1294.23
32694,1535,9,3102.39
16496,37238,8,3047.52
37177,1335,6,664.08
25489,18516,10,3649.2
32752,41037,8,3773.04
33671,25859,8,147.12
27987,10637,5,2468.2
11435,6604,6,2245.44
31380,20766,6,1267.32
40863,27057,4,382.12
13509,8634,4,1536.96
17119,13083,3,1196.64
48924,38681,7,1680.63
46302,20226,2,182.56
37881,1725,3,274.59
21629,21803,6,2741.58
41471,28338,4,1584.84
39827,40520,2,130.48
13667,8087,8,2830.08
35461,46657,2,665.76
27111,21691,10,3515.0
32374,10287,10,4152.8
4997,27647,9,3798.45
34348,46405,6,1198.44
12084,1417,1,9.72
29347,5624,2,126.8
28045,16023,7,3414.95
5390,19522,5,793.05
42730,38006,2,431.76
39475,11298,4,1626.44
15834,29552,5,742.05
4271,24426,4,1470.04
20077,5360,10,3737.7
33746,45976,8,1634.96
28443,5011,10,3721.9
13547,3651,1,398.25
22798,44131,1,10.59
8351,27386,8,1328.72
31460,3276,4,1264.76
6813,2778,2,500.96
42844,2354,5,918.7
8714,4687,2,490.92
20876,7953,3,1130.97
14623,13881,9,4100.85
30616,44513,10,2629.0
24049,1807,2,29.6
37366,39700,7,2557.52
38608,42456,8,1570.08
31066,13066,2,700.6
9097,41333,5,1217.55
64,34587,3,475.83
5595,7462,4,1688.2
35838,28758,3,1115.01
30960,33515,9,2195.01
18339,5159,5,743.25
8037,3567,1,78.16
18154,30381,9,552.87
33362,12851,2,935.24
20547,28101,8,2301.44
48563,25299,6,2238.78
32580,38271,8,499.68
6907,27994,5,65.9
38121,43868,8,2041.44
18628,34892,10,4972.6
36907,11253,9,4152.87
15777,28087,8,468.32
21622,27851,5,92.3
49752,3364,10,3666.9
7288,19946,3,1358.64
32024,14231,10,1335.6
46408,26011,6,1013.46
25891,36504,4,1028.88
22002,38700,10,2983.5
12236,48508,2,112.12
27801,3876,10,4663.5
139,34806,3,564.27
39506,27324,4,1125.76
9656,24365,10,3880.0
31845,31591,7,3145.59
45245,27093,7,3464.23
48942,32537,8,1967.92
3375,41393,8,3228.64
37215,31452,9,372.87
2706,39855,6,183.78
18391,8576,10,2604.9
6061,1055,8,1373.68
47637,7910,10,2446.9
23316,20481,7,3180.66
37418,10336,4,1806.8
31099,3909,1,486.08
8771,31510,7,1014.93
18719,43071,8,1230.4
48889,3597,7,1013.81
14669,13393,5,1415.8
24394,47193,8,521.68
13426,34775,8,3971.04
17341,24280,10,2319.3
6553,46018,10,3844.6
24969,45452,8,3740.56
19153,13534,4,897.0
44165,43132,10,1737.7
23355,19562,6,1672.98
19779,24169,4,1199.0
2174,45090,9,485.64
21392,6326,5,681.75
31835,21709,4,834.92
45211,31071,8,3263.2
43498,31086,5,281.9
43874,534,8,3155.84
8200,34110,2,496.82
7526,47939,1,428.35
30855,19487,9,4308.84
28482,15251,7,1784.09
32997,21714,2,847.2
12173,17545,5,1722.75
11232,36660,4,940.76
3815,33583,1,228.92
23641,11141,2,85.24
41571,1730,10,1259.4
27825,21539,7,3199.0
27600,36973,8,1670.8
23629,18028,3,476.52
30923,35915,7,1079.47
24341,1846,4,445.48
49299,21110,4,1170.28
5474,6362,5,686.95
9095,21255,1,246.61
45967,5949,3,792.18
21696,33046,2,985.66
42894,28326,5,2431.8
39405,670,4,757.52
8766,32142,8,3354.96
47691,22461,10,2190.6
19188,27554,2,176.16
30775,32602,4,1876.4
5512,20606,2,320.84
47692,2056,1,476.21
24214,36943,4,1685.48
43601,15024,9,4042.44
13132,29362,5,1368.8
19657,27498,6,805.44
44759,32928,4,526.84
22145,28371,8,559.28
5589,15135,6,235.44
26480,23229,2,56.28
49192,3905,3,505.62
21170,42791,7,2555.56
22704,29828,9,1292.31
24602,10650,4,155.48
38928,31456,4,1163.0
40235,23620,8,1274.16
30563,23397,4,1300.6
19252,27534,10,2262.0
48587,13743,10,1765.6
21979,16019,10,2553.6
15357,33904,6,522.84
37583,42203,5,2351.4
23048,1558,8,3469.44
6862,32516,3,1251.66
4135,49784,10,3475.9
5847,12327,9,3835.26
17984,9860,2,596.6
28748,44069,10,4959.2
18246,296,6,1025.16
26000,44225,2,880.4
44325,39933,3,594.24
48743,11065,7,1540.28
25700,40181,3,187.98
35380,28658,5,730.7
27521,21908,8,917.28
2164,16961,9,2756.97
23777,33256,7,1396.99
29491,14851,1,201.83
24908,43763,8,710.64
35219,14660,6,1102.56
49180,40173,6,2305.38
26418,36678,7,1938.86
1757,14947,9,869.31
7027,34494,4,745.76
10645,44237,6,1882.98
17929,42447,1,320.44
49363,23909,2,970.16
2887,37247,3,539.58
33328,23582,10,1847.3
121,41849,9,2557.89
32102,49070,3,1068.3
33614,28415,10,3025.5
35791,4210,8,3883.6
45967,2196,5,2417.15
30341,2472,5,2433.7
23446,43729,6,1478.28
46298,6027,9,2828.34
14943,7469,7,1733.97
35679,4576,3,1007.07
19539,48633,10,1924.8
4196,16931,7,3423.0
25762,21292,8,94.64
48629,2377,3,1230.48
44743,41729,5,797.4
17075,38518,3,805.14
11480,12383,6,1111.2
38756,8879,10,4015.9
24407,10176,8,3592.64
31851,33531,2,607.42
7847,20516,1,215.42
48569,10094,10,4497.8
11500,46270,6,2519.7
13014,2204,9,2690.64
6040,30243,2,829.22
20381,42121,7,713.44
7605,12246,5,2215.0
49148,32229,9,2543.49
16187,41334,10,4585.9
16214,4229,8,1681.2
23659,9682,5,770.55
48951,19217,7,1285.06
1476,46956,9,142.74
46871,40565,4,1603.16
17514,31720,10,1474.3
822,6576,2,544.3
49753,14228,6,2125.56
32527,9393,2,121.68
13830,32195,3,1152.03
14902,18254,4,1765.8
16895,45454,3,492.66
24109,1138,1,17.4
37605,18944,2,42.0
31309,34528,5,2233.0
20701,16869,10,2747.5
36848,22051,9,1377.45
26259,38902,4,318.28
21705,25010,6,1856.52
3816,6074,10,2978.0
16084,2176,10,3053.5
10165,42379,2,871.56
18992,47505,7,1141.14
8323,26265,9,4325.31
41258,9881,8,3333.84
17728,16937,5,1056.55
23304,18850,2,772.64
14875,49434,3,1137.6
19913,45418,10,87.2
1133,19951,8,2529.84
11700,11926,10,380.3
23015,35437,1,326.54
42759,14248,10,4140.3
9967,40970,5,1205.8
17748,30286,10,207.3
31492,27910,3,1069.89
43852,38100,2,863.02
47739,31456,10,3392.1
30931,5561,8,107.92
28316,23628,5,290.3
28515,28695,10,2217.8
26834,3703,6,2768.52
18629,19211,10,4050.1
42359,20067,9,1663.11
3401,38061,9,1454.4
18087,13094,8,3941.12
11773,40868,10,1774.6
7304,49477,3,1039.77
16721,29930,10,3109.9
42613,26581,5,1264.35
49638,707,5,359.5
40087,45042,3,1082.67
6428,19249,10,3666.9
47830,27030,2,146.8
26350,20841,1,459.17
25769,41824,5,1860.55
17466,49334,1,166.59
18620,34658,7,814.17
3684,37290,2,917.06
34971,41287,6,665.16
6951,29662,5,995.95
23059,4221,4,1821.0
12416,36819,1,348.16
21313,43955,1,243.18
11616,24716,7,414.68
804,17527,3,309.84
38200,49742,3,647.55
37473,34448,6,2152.92
29115,5260,1,215.92
8077,8604,6,2301.72
24003,12675,10,4691.4
48193,18253,7,720.86
36958,42599,5,1525.7
49347,1460,3,22.89
46235,22962,1,301.93
14132,27079,4,1681.92
7197,34986,1,113.9
9094,25839,5,1858.55
26210,44092,10,3410.1
8243,11846,2,501.48
16220,45798,6,2684.88
27372,16290,6,265.74
16988,27748,2,779.62
29640,30317,1,371.89
20139,19407,9,1285.65
44264,17692,8,3434.8
38701,13970,4,857.44
6543,34984,7,2721.25
534,36227,10,1073.9
42720,2898,9,2916.54
8768,15032,3,1195.11
39440,38995,2,570.36
19525,22832,2,481.34
39467,22176,5,341.45
9851,45048,6,2820.0
2382,22694,7,2677.99
10406,30899,4,1472.76
22391,43797,6,1175.4
41549,31731,1,220.99
47392,38908,4,1555.0
44012,6386,3,16.62
40975,12923,1,152.92
18446,15681,5,2377.0
22266,21489,8,2306.0
4009,2595,6,1580.34
17497,1431,5,588.8
26615,26612,6,73.86
38297,30381,7,846.65
15242,33009,7,1091.79
8206,33660,3,1204.98
21865,27840,10,3342.9
5080,20685,9,716.22
15758,25850,1,53.43
1411,11539,5,432.35
26119,36292,2,640.94
5300,26737,4,45.16
7540,18249,3,331.47
2661,42040,9,1945.08
21162,36154,10,3021.9
5623,1374,1,441.91
45063,46657,6,1271.88
13815,16112,10,3963.7
47955,33330,3,1161.87
43806,20829,5,238.65
41151,32752,10,4517.9
8502,2713,10,4428.2
37127,42999,7,1923.32
37419,20852,10,1877.7
47613,29470,8,3140.72
31405,5616,2,350.6
26144,45617,6,736.32
31265,31281,3,272.55
30373,38850,4,1506.44
46907,486,7,1256.78
45244,14138,4,1537.08
31193,29252,2,865.32
3279,8688,5,2341.95
21869,36684,8,775.84
43318,13936,4,46.56
29375,48087,9,2052.36
7443,42244,3,1299.33
36392,41827,7,2958.27
29933,11146,3,436.08
26435,26995,2,594.72
47142,6211,4,718.92
11587,1736,2,89.2
39595,13230,4,1253.96
1652,46721,3,1416.12
16170,43828,7,192.01
29556,39292,8,1077.84
41048,37803,8,2605.04
27408,5387,1,32.73
8447,13487,4,1408.92
7428,30731,10,2866.2
27225,47583,9,3158.37
36717,37172,6,1996.44
46316,45647,1,64.93
46314,16503,2,71.36
34644,25388,8,2088.4
29611,21156,10,479.3
47588,44816,2,239.94
5839,7308,6,1723.62
48022,15502,5,1590.25
45192,29517,6,84.06
38612,20810,1,228.31
818,47030,1,147.97
586,36281,4,1558.64
25988,85,7,3090.64
18018,24548,3,1170.6
37433,33148,7,3046.12
48697,21339,8,2386.4
18820,40427,6,2745.9
11806,38964,7,2346.33
21170,36969,3,684.6
47996,13801,4,1801.44
8896,35537,1,255.72
15957,34706,6,995.22
47870,23820,8,1727.84
21582,34748,5,2210.05
1196,514,10,2320.4
48543,42979,10,339.0
41790,25337,1,47.73
29856,7745,2,59.68
13639,14166,2,685.26
36807,15575,4,1951.6
36324,19698,7,562.66
45252,41558,1,300.55
34842,1941,4,1454.28
47311,260,10,3830.7
5402,45732,10,59.8
20865,5327,10,108.5
36919,2600,1,358.59
48474,18281,8,3269.36
32393,3412,9,1592.46
43466,17770,6,1176.18
19748,38712,2,185.84
14100,14629,6,947.46
18865,30803,4,1812.08
25345,28099,9,1335.15
13393,45571,7,3251.57
23033,14578,4,1810.08
40885,34309,2,625.78
20055,24745,5,756.95
32194,23926,1,117.6
40109,32871,8,608.08
29341,14384,8,3757.04
24416,16500,2,529.44
34701,46544,10,837.1
22182,18616,2,362.98
8095,32032,8,2781.76
38918,40422,1,12.33
40862,2325,5,2183.05
20030,9277,4,1520.04
23713,28019,7,1866.13
24302,26003,8,2678.72
14630,6513,2,392.38
17094,32675,5,1361.1
20499,42633,10,1695.8
20542,11501,1,50.51
18024,46283,5,1371.2
33581,44147,10,2128.0
36576,4746,1,483.49
42561,16473,6,1839.66
30791,9788,4,782.72
23837,40183,2,780.24
32553,5020,1,497.12
2422,14182,5,1807.3
27196,12489,9,2807.01
6822,1837,4,248.44
11670,34519,7,3059.28
21911,42670,2,759.54
9778,811,8,710.56
32654,23057,1,287.99
31839,20268,5,2172.4
6155,24810,8,2474.32
28605,31667,1,259.1
982,44404,9,3319.74
6627,5566,3,707.82
1342,24932,10,4422.9
23398,40537,9,2379.06
26092,12944,4,1895.2
7924,42468,8,3310.48
12527,47161,7,2056.32
1723,23907,2,249.0
6814,53,6,2372.46
19323,7960,8,2881.6
19711,25209,7,1638.63
22847,34297,5,1352.3
47258,8186,2,379.5
29184,16056,9,1843.2
19278,26596,6,1468.14
46788,12530,2,988.18
12088,41505,8,1138.0
19006,15763,9,814.23
18547,44129,6,2853.3
11699,10758,3,1374.33
36111,25451,8,2579.2
1991,47372,10,662.6
5588,28894,10,2522.5
47495,2429,2,674.36
6889,15027,8,3514.64
901,24207,9,2274.3
10507,31140,6,1458.48
29507,3532,8,841.2
11335,6287,9,2901.24
36628,19459,6,2661.78
10528,44335,7,2158.45
49425,34757,7,2999.64
608,7191,10,369.8
38406,32989,7,3481.17
46935,18039,4,110.04
34032,16508,6,1970.76
34112,20611,4,1137.08
12406,3619,3,1048.08
38924,229,7,3174.22
3141,48403,6,2229.06
34883,37770,9,1966.59
15805,31589,4,1874.64
2438,366,2,424.1
14735,42377,7,1744.75
14408,41349,4,1675.0
32205,30678,4,1436.88
34221,38880,10,181.6
47741,18653,1,311.1
11111,42902,6,305.46
23983,21836,10,2221.0
23055,36505,9,2767.77
42246,24354,2,22.74
26536,21641,8,1072.88
22161,38358,6,2510.22
3335,6406,9,2058.48
15784,29268,9,1400.67
49104,19344,2,103.2
45342,35933,2,404.46
20836,32047,3,1389.51
18887,27379,10,2311.9
384,5815,6,1517.46
22982,17057,5,1974.2
49494,3514,5,2226.6
39892,39308,1,147.15
11067,20920,2,913.44
9467,15253,6,2981.16
44276,24154,2,345.62
20228,2022,6,1939.86
11871,14153,5,1819.6
1813,24867,9,1978.29
46019,48577,7,899.29
34959,37738,5,1968.25
29760,15502,1,24.85
49436,37735,9,1744.11
23777,42967,3,668.1
17817,37722,4,1858.24
2193,29076,1,29.8
45591,2561,7,2021.11
17898,21429,2,39.86
42111,1698,6,89.46
24889,14233,2,229.68
24299,5899,3,586.23
15672,2860,10,4288.1
48651,43717,10,2399.3
33740,43458,9,1895.04
27663,13786,4,999.76
24544,14417,1,364.82
28379,48602,1,69.35
2724,24114,5,848.8
9480,38395,5,1586.55
7807,11768,4,550.52
35592,35333,5,1610.7
32436,44593,6,2279.34
27750,41633,9,4273.38
27909,28214,4,201.08
38008,9467,5,1457.8
44368,1845,8,1429.84
46169,41913,1,329.56
6587,16881,7,2827.72
46860,30726,5,870.95
37324,5697,7,1116.01
27075,40752,10,1736.3
13510,18622,6,1376.88
5209,38273,6,2425.26
32443,6867,2,722.66
41240,23269,2,799.44
29099,32290,5,1073.75
20388,46916,5,99.95
29827,43889,2,177.28
43129,34941,10,4339.1
7750,28489,9,4321.35
36165,41380,10,2128.0
40580,28111,10,1137.0
31922,34244,2,712.78
19342,33824,4,494.12
7435,12109,9,2978.64
30247,7014,6,599.34
18070,45430,9,3992.49
33454,49547,7,3245.2
39724,6361,7,3176.53
38911,14208,8,2064.56
48446,10596,6,306.48
47523,48963,7,80.01
37754,12869,6,2362.56
4407,31735,9,2171.97
44785,34685,6,2896.08
11238,45356,9,4237.56
2519,33951,9,3505.14
28533,46271,1,361.06
15633,7429,6,890.94
4839,23526,6,1043.7
8183,47799,9,2922.03
39767,5427,5,1406.45
36735,33685,4,1355.4
36511,4211,8,3187.12
49078,34710,4,105.6
30273,16694,1,355.03
27256,33466,6,1269.48
26349,28585,6,81.54
48416,10486,5,964.65
20276,10490,7,879.27
16171,12363,9,967.5
40337,20834,1,210.56
22229,11383,6,1947.48
37148,28601,4,261.16
27257,14620,6,936.24
7647,47471,4,1520.24
45924,25476,2,814.92
23965,45096,6,1046.88
45891,42557,10,841.2
32879,34517,7,3197.18
12885,9477,2,488.64
37396,49373,5,2073.65
45105,1622,4,1612.04
9703,42953,5,1060.45
8028,42884,5,203.4
48129,47267,8,1759.12
24022,6227,2,817.66
41625,36962,1,455.14
26742,36675,5,1897.0
27853,40200,5,2221.05
48652,23749,3,1008.45
27169,3882,8,2833.2
34348,15877,6,2678.1
45846,16562,8,646.72
44187,11465,3,1113.45
30926,26620,5,174.4
33727,24684,3,711.81
29184,3317,4,1793.32
29568,38849,9,1156.86
36828,9672,7,129.57
5134,29552,4,1554.32
12616,49921,1,29.51
17499,12706,6,1848.9
3346,41877,8,1938.08
8554,16997,7,2121.35
32614,21011,8,3900.88
42192,403,3,1139.22
19262,616,2,358.14
6106,23809,7,2416.12
18430,2150,10,454.4
27086,3280,6,2139.06
28503,378,9,3142.17
6474,42844,8,2393.28
21890,39844,4,1034.36
41295,29599,3,415.71
36343,20409,1,138.75
43785,14882,4,1968.4
13886,41837,3,134.22
12816,32335,1,76.67
28374,43889,6,1448.82
31426,10776,4,1917.68
24041,42857,2,637.74
21304,32723,6,629.88
32588,13883,1,54.89
48653,7290,7,536.97
6792,42860,8,3144.64
13673,5836,4,1207.0
45456,7506,9,1889.91
44764,44173,2,449.98
35826,43721,6,2877.3
42802,17809,10,471.2
21864,45699,6,1350.6
1895,8148,1,63.9
21299,14211,2,378.14
30690,39015,1,259.0
38127,3870,3,1098.48
39733,48544,5,2124.6
34583,28290,6,1208.7
571,28886,7,3451.7
3603,12882,9,4486.59
23878,457,8,331.52
21018,34537,7,687.26
6501,18562,8,3563.6
22942,18207,3,1304.97
21594,32606,5,768.4
5133,17593,10,627.6
21388,44225,3,1286.73
673,49435,4,1289.44
31630,38018,9,1543.77
20163,5655,1,18.83
21400,10268,1,243.35
45958,30485,7,119.14
5726,6493,4,1691.0
7796,24975,5,2169.8
24159,44102,10,2611.4
26650,42590,7,2360.54
15545,26234,4,195.56
24655,20049,6,2524.44
22390,9683,5,263.1
15765,42919,1,80.2
8629,13009,7,2790.55
8547,8198,5,399.6
17358,4150,9,2288.25
26407,14104,2,133.04
26840,45692,9,2816.01
8800,555,6,2664.78
27776,47830,2,781.18
49423,22329,8,3674.8
24767,38343,9,752.49
13661,2386,10,1921.9
29355,15997,1,387.16
41436,30981,1,469.71
44095,4441,7,441.63
44013,40748,9,3462.12
22434,42296,10,1684.1
14437,26595,6,1270.56
31365,13241,3,920.1
25317,6930,2,642.0
17623,17351,6,1764.48
48637,24871,1,425.77
43581,15505,2,238.36
23794,13608,8,2541.6
32104,10378,9,3042.27
42307,47015,6,1898.64
44264,33179,3,664.23
4329,3320,1,308.81
35016,3248,5,1374.8
16527,46700,9,951.21
28400,2386,5,488.35
3361,13838,10,3441.6
38452,27723,9,4479.84
35492,5278,8,3113.6
33542,25692,4,880.0
37087,1267,8,260.16
31603,5161,10,1509.0
47383,46425,1,82.7
19941,15717,10,1284.6
35318,14226,5,1194.65
29004,49773,3,1393.86
25414,18138,6,2803.86
28123,25875,4,725.08
12136,15869,4,700.12
45261,7221,7,1218.91
8155,22494,3,644.94
30659,4694,9,2620.62
23705,13616,9,498.6
11288,34080,10,4469.0
13792,41165,6,2534.94
7573,6249,10,4438.5
33968,42059,8,3073.44
1353,20609,2,461.28
31352,17729,10,3990.5
34472,22263,10,1910.8
39354,41550,2,189.94
23893,19437,4,1339.52
14660,37000,2,696.68
38654,33122,9,2821.23
34218,38507,10,1406.2
931,5590,1,29.38
34948,33883,3,1320.93
25028,576,7,2280.81
29829,37583,8,3603.76
34101,30988,9,1190.07
48689,34906,4,1687.8
34396,44465,7,1876.49
6833,32197,5,1361.1
23896,43301,3,586.5
7060,29253,1,138.02
40388,15990,6,936.12
23401,42825,9,2458.26
28379,23561,4,1391.48
33993,48783,4,1044.24
6706,49908,9,3778.38
41018,12902,1,252.1
1572,41516,2,539.3
26844,18642,5,1204.65
27841,41802,7,1180.76
835,19063,8,1924.08
2993,30717,9,532.35
44737,5772,1,437.1
20958,1193,9,3437.19
5230,31090,9,759.42
31452,26837,9,1255.14
49403,41926,9,3645.45
9657,49500,4,1132.36
2239,24560,9,1773.99
17374,1307,9,4115.7
24430,4221,1,375.15
19385,46376,3,427.02
10405,9045,7,833.0
2994,39423,10,4323.5
38211,35038,10,3284.4
32332,46929,6,2795.7
36954,1941,6,1228.08
47639,16189,8,1636.24
21623,40843,8,3093.44
40147,5728,10,4781.2
25359,39348,1,446.91
1213,5835,5,1616.7
34708,42037,8,2837.6
7899,38005,6,1821.78
22736,49887,6,595.5
34077,8119,10,3105.1
18769,19211,3,1113.75
46644,30254,1,110.37
1547,38766,4,1338.8
21012,26379,1,59.46
37671,41011,6,2621.04
29092,9444,3,510.18
22577,42565,6,273.66
36710,21373,3,1412.7
24743,31726,6,175.74
22517,1305,2,226.88
5797,19324,6,1286.76
45384,48420,3,501.69
23840,27537,4,908.96
30018,20630,3,490.17
